id,Venue Name,City,State,Country,Times Played,Last Played
836,"Truman, The",Kansas City,MO,USA,1,2021-11-11
837,Tulagi's,Boulder,CO,USA,1,2001-07-14
838,Turner's Landing,South Bend,IN,USA,1,1998-04-25
839,Turner's American,South Bend,IN,USA,1,1998-05-16
840,Tuscaloosa Amphitheater,Tuscaloosa,AL,USA,2,2016-09-15
841,Tweeter Center for the Performing Arts,Mansfield,MA,USA,1,2005-07-23
842,Twist & Shout,Denver,CO,USA,1,2004-09-30
843,U.S. Cellular Center,Asheville,NC,USA,1,2015-02-07
844,U.S. Cellular Field,Chicago,IL,USA,3,2009-06-08
845,UC Patio - University of Miami,Coral Gables,FL,USA,1,2009-03-07
846,"Union Bar, The",Iowa City,IA,USA,6,2004-02-10
847,Union Park,Chicago,IL,USA,3,2016-09-04
848,United Center,Chicago,IL,USA,1,2016-12-28
849,University of Alabama,Tuscaloosa,AL,USA,1,2012-08-24
850,University of the South,Sewanee,TN,USA,1,2010-04-23
851,Up North Festival,Hiram,ME,USA,1,2008-08-09
852,Upstate Concert Hall,Clifton Park,NY,USA,1,2014-02-06
853,Val Air Ballroom,West Des Moines,IA,USA,1,2005-11-09
854,"Valarium, The",Knoxville,TN,USA,1,2010-09-23
855,Variety Playhouse,Atlanta,GA,USA,10,2022-04-29
856,Varsity Theatre,Baton Rouge,LA,USA,2,2011-10-26
857,Venetian Festival,St. Joseph,MI,USA,1,1999-07-18
858,"Venue, The",Fargo,ND,USA,2,2013-02-06
859,Verizon Wireless Amphitheater,Bonner Springs,KS,USA,1,2007-08-28
860,Verizon Wireless Amphitheatre,Alpharetta,GA,USA,2,2016-09-16
861,Verizon Wireless Music Center,Noblesville,IN,USA,2,2007-08-18
862,Veterans Memorial Hall,Santa Cruz,CA,USA,1,2002-07-13
863,"Vibe, The",Austin,TX,USA,5,2004-04-29
864,"Vic Theatre, The",Chicago,IL,USA,12,2022-08-25
865,Villa Marco,Marrakesh,,Morocco,4,2025-04-20
866,Vintage Vinyl,St. Louis,MO,USA,1,2011-12-29
867,Vinyl Music Hall,Pensacola,FL,USA,2,2025-05-29
868,"VIP Room, The",South Bend,IN,USA,1,1998-10-01
869,Virginia Beach Amphitheater,Virginia Beach,VA,USA,1,2006-07-04
870,Virginia Credit Union Live!,Richmond,VA,USA,1,2019-07-19
871,"Visulite Theater, The",Charlotte,NC,USA,1,2002-02-28
872,"Vogue Theatre, The",Indianapolis,IN,USA,11,2004-06-08
873,Waldo's,Klamath Falls,OR,USA,1,2002-04-17
874,War Memorial Auditorium,Nashville,TN,USA,2,2011-02-18
875,"Warehouse, The",Tallahassee,FL,USA,1,2002-03-05
876,"Warfield, The",San Francisco,CA,USA,1,2008-10-31
877,"Warhouse, The",Indianapolis,IN,USA,1,1998-06-05
878,Water Street Music Hall,Rochester,NY,USA,5,2012-10-18
879,Waterfront Park,Burlington,VT,USA,1,2014-08-07
880,Waterfront Park,Louisville,KY,USA,2,2010-07-10
881,"Webster Theater, The",Hartford,CT,USA,1,2005-09-15
882,Weed Street Summer Fest,Chicago,IL,USA,3,2002-06-29
883,"Weesner Family Amphitheater, Minnesota Zoo",Apple Valley,MN,USA,3,2008-07-06
884,Wells Street Arts Fest,Chicago,IL,USA,1,2001-06-10
885,"Westcott Theater, The",Syracuse,NY,USA,1,2010-03-03
886,Western Gateway Park,Des Moines,IA,USA,1,2013-07-06
887,Westfair Amphitheatre,Council Bluffs,IA,USA,1,2008-07-12
888,Westgate Las Vegas Resort & Casino,Las Vegas,NV,USA,1,2024-09-13
889,Westport Outdoors,Kansas City,MO,USA,1,2006-06-02
890,Westville Music Bowl,New Haven,CT,USA,2,2021-05-08
891,Wetlands Preserve,New York,NY,USA,5,2001-02-19
892,WGN Studios,Chicago,IL,USA,1,2004-05-04
893,Whiskey Roadhouse,Council Bluffs,IA,USA,1,2009-09-02
894,Whistler Village,Whistler,BC,Canada,1,2006-04-16
895,Wild Creek,Winter Park,CO,USA,1,2002-07-19
896,"Wild Duck Music Hall, The",Eugene,OR,USA,2,2002-07-10
897,Willow Island at Alliant Energy Center,Madison,WI,USA,1,2008-07-10
898,"Wilma Theatre, The",Missoula,MT,USA,10,2023-09-15
899,"Wiltern, The",Los Angeles,CA,USA,6,2019-03-02
900,Wind Creek Event Center,Bethlehem,PA,USA,1,2023-01-15
901,"Windjammer, The",Isle of Palms,SC,USA,5,2025-05-23
902,Wings Event Center,Kalamazoo,MI,USA,3,2018-02-03
903,Winston's,San Diego,CA,USA,1,2001-07-10
904,Witz End,Stevens Point,WI,USA,1,2003-10-15
905,WNYC Studios,New York,NY,USA,1,2018-01-18
906,Woodbury Ski Area,Woodbury,CT,USA,1,2003-06-08
907,"Woodlands Nature Reserve, The",Charleston,SC,USA,2,2019-11-09
908,Woodward Festival,Titusville,PA,USA,1,2001-09-22
909,Wooly's,Des Moines,IA,USA,2,2013-07-06
910,WorkPlay Soundstage,Birmingham,AL,USA,7,2012-09-19
911,Workplay Theatre,Birmingham,AL,USA,3,2006-05-01
912,WOW Hall,Eugene,OR,USA,2,2005-05-11
913,Wrapped In the Round,Chicago,IL,USA,3,2020-09-03
914,Wright's Landing,Plymouth,IN,USA,1,2002-06-01
915,WTTW Studios,Chicago,IL,USA,1,2006-08-03
916,XM Studios,Washington,DC,USA,2,2006-05-04
917,Xtreamz,South Bend,IN,USA,3,1998-03-19
918,Youth Building at Exposition Gardens,Peoria,IL,USA,1,2009-10-10
919,"ZBT House, Northwestern University",Evanston,IL,USA,1,2001-05-19
920,Zephyr,Salt Lake City,UT,USA,1,2002-07-16
921,Ziggy's,Winston-Salem,NC,USA,5,2014-04-02
922,Zilker Park,Austin,TX,USA,1,2012-10-12
923,Zydeco,Birmingham,AL,USA,3,2003-10-03
